조합 이름,편의점,주요 상품,보조 상품(들),키워드 / 상황,카테고리,원문 URL (출처)
매운맛 마니아 도전,세븐일레븐,불닭 만두,"쿨피스톡, 매운 새우깡","매운맛, 도전, 스트레스 해소, 땀, 눈물, 중독, 핵불닭",라면/분식,[AI 증강]
든든한 야식,GS25,족발,"소주, 쌈장, 새우젓","야식, 밤, 배고픔, 혼술, 드라마, 주말, 힐링",술안주/야식,[AI 증강]
상큼한 여름 간식,CU,수박바,"탄산수, 레몬 슬라이스","여름, 더위, 상큼, 시원, 달콤, 갈증 해소, 피크닉",간식,[AI 증강]
간단한 점심,공통,삼각김밥,"컵라면, 단무지","점심, 직장인, 학생, 간단, 가성비, 혼밥, 빨리",간편식사/라면,[AI 증강]
달콤한 위로,세븐일레븐,초코 아이스크림,"초콜릿, 마시멜로우","우울, 스트레스, 달콤, 위로, 힐링, 선물, 기분 전환",디저트,[AI 증강]
고급진 혼술 안주,GS25,훈제 삼겹살,"와인, 발사믹 소스, 샐러드","혼술, 고급, 분위기, 와인, 특별한 날, 주말, 힐링",술안주,[AI 증강]
든든한 겨울 간식,CU,군고구마,"우유, 김치","겨울, 따뜻, 달콤, 든든, 간식, 추억, 호호",간식,[AI 증강]
매콤한 닭발 파티,공통,무뼈 닭발,"계란찜, 주먹밥, 쿨피스","매콤, 스트레스 해소, 친구, 밤, 야식, 술안주, 땀",술안주/야식,[AI 증강]
상쾌한 아침,세븐일레븐,과일 주스,"요거트, 시리얼바","아침, 상쾌, 건강, 활력, 에너지, 가벼움, 시작",음료/간편식사,[AI 증강]
악마의 칼로리 폭탄,GS25,페스츄리 도넛,"아이스크림, 휘핑크림","단맛, 칼로리, 폭탄, 스트레스, 행복, 멈출 수 없어, 유혹",디저트,[AI 증강]
추억의 분식,CU,피카츄 돈까스,"슬러시, 떡꼬치","어린 시절, 추억, 향수, 초등학교 앞,  nostalgia, 90년대생, 아련함",간식/분식,[AI 증강]
혼자 떠나는 여행,공통,육개장 사발면,"김치, 햇반, 생수","여행, 혼자, 자유, 설렘, 휴식, 간편함, 낭만",라면/간편식사,[AI 증강]
화끈한 불금,세븐일레븐,매운 라면,"계란, 참치마요 삼각김밥, 맥주","불금, 스트레스 해소, 매운맛, 혼술, 퇴근 후, 자유, 땀",라면/술안주,[AI 증강]
뇌가 찡한 괴식,GS25,박카스,"커피, 에너지 드링크","괴식, 카페인 과다, 잠깨기, 쓴맛, 피로, 밤샘, 극단적",음료,[AI 증강]
이냉치냉,CU,냉면,"얼음, 냉동만두, 겨자","겨울, 추위, 이냉치냉, 시원함, 도전, 극한, 짜릿함",간편식사,[AI 증강]
달콤한 크리스마스,공통,케이크,"샴페인, 초콜릿, 캔들","크리스마스, 연말, 파티, 행복, 따뜻함, 사랑, 선물",디저트,[AI 증강]
혼자 먹는 짜장 파티,세븐일레븐,짜장라면,"단무지, 계란후라이, 콜라","혼밥, 짜장면, 주말, 귀찮음, 간편함, 맛있다, 행복",라면,[AI 증강]
우울할 때 먹는 단짠,GS25,솔티드 카라멜 팝콘,"콜라, 감자칩","우울, 단짠, 스트레스 해소, 영화, 주말, 위로, 힐링",간식,[AI 증강]
든든한 브런치,CU,베이글,"크림치즈, 샐러드, 아메리카노","브런치, 주말, 여유, 카페, 햇살, 힐링, 맛있다",간편식사,[AI 증강]
매운맛 중독자를 위한 세트,공통,틈새라면,"매운 어묵, 쿨피스","매운맛, 중독, 스트레스 해소, 땀, 눈물, 도전, 극강",라면,[AI 증강]
고소한 아침 식사,세븐일레븐,참깨라면,"바나나, 우유","고소함, 아침, 든든함, 간편, 따뜻함, 활기찬 시작, 맛있다",라면/간편식사,[AI 증강]
달콤한 영화관 데이트,GS25,카라멜 팝콘,"콜라, 나쵸","데이트, 영화, 달콤, 즐거움, 커플, 행복, 영화관",간식,[AI 증강]
밤샘 코딩,CU,에너지 드링크,"초콜릿바, 커피","밤샘, 코딩, 개발자, 피로, 집중력, 각성, 괴로움",음료/간식,[AI 증강]
스트레스 해소 펀치,공통,불닭볶음면,"아이스크림, 탄산수","스트레스, 매운맛, 통쾌함, 눈물, 땀, 해소, 화끈",라면,[AI 증강]
심플한 꿀조합,세븐일레븐,소시지,"핫소스, 머스타드","간단함, 심플, 맛, 빠른, 가성비, 혼족, 평범함",간식,[AI 증강]
감성 캠핑,GS25,모닥불,"마시멜로우, 핫초코","캠핑, 감성, 밤, 낭만, 분위기, 따뜻함, 휴식",간식,[AI 증강]
역대급 느끼함,CU,까르보불닭볶음면,"모짜렐라 치즈, 체다 치즈","느끼함, 고소함, 칼로리 폭탄, 멈출 수 없음, 중독성, 느끼 Max, 극강",라면,[AI 증강]
아재 입맛 저격,공통,새우깡,막걸리,"아재, 옛날, 추억, 향수, 주말, 편안함, 무난함",간식/술,[AI 증강]
고독한 미식가,세븐일레븐,장어덮밥,사케,"고독, 미식, 혼밥, 분위기, 일본, 맛, 특별함",간편식,[AI 증강]
자취생 힐링 식단,GS25,계란찜,"스팸, 김","자취, 힐링, 집밥, 따뜻함, 쉬움, 저녁, 행복",간편식,[AI 증강]
비오는 날 창가,CU,캔커피,담배,"흡연, 감성, 센치, 우울, 과거, 회상, 비",기호품,[AI 증강]
악마의 유혹,GS25,마라볶음면,"매운 치즈 소시지, 쿨피스","극강의 매운맛, 스트레스 폭발, 화나는 날, 매운맛 챌린지, 땀샘 폭발, 잠 깨는 맛",라면/분식 조합,[AI 생성]
혼술 감성 폭발,세븐일레븐,모듬튀김,"수입맥주 (4캔), 간장","퇴근 후, 혼자만의 시간, 드라마 보면서, 맥주 안주, 넷플릭스, 야식, 쓸쓸한 밤",술안주/야식,[AI 생성]
초코 덕후의 행복,CU,초코 에끌레어,"진한 초코 우유, 초코칩 쿠키","당 떨어질 때, 우울한 날, 초콜릿 중독, 달콤한 위로, 행복 충전, 스트레스 해소",디저트,[AI 생성]
자취생 만찬,공통,햇반,"참치캔, 김치, 계란","간단한 식사, 귀찮을 때, 자취 요리, 가성비, 든든한 한 끼, 냉장고 파먹기",간편식사,[AI 생성]
비 오는 날의 낭만,GS25,김치전,"막걸리, 젓가락","비 오는 날, 파전, 막걸리, 빗소리, 낭만, 분위기, 집에서 즐기는 술",술안주/야식,[AI 생성]
월급날의 사치,세븐일레븐,수제 맥주,"프리미엄 육포, 치즈","월급날, 나를 위한 선물, 고급 안주, 행복, 여유, 혼술, 고생했어",술안주/야식,[AI 생성]
캠핑 필수템,CU,숯불 닭꼬치,"소시지, 구워먹는 치즈, 쌈장","캠핑, 바베큐, 불멍, 야외, 여행, 저녁, 맛있는 안주",간편식사,[AI 생성]
시험 기간 벼락치기,공통,에너지 드링크,"커피, 초콜릿, 견과류","시험 기간, 밤샘, 졸음 방지, 집중력 향상, 벼락치기, 피곤, 카페인",간식,[AI 생성]
환상의 꿀조합,GS25,짜장라면 (컵),"삼각김밥 (참치마요), 단무지","환상의 궁합, 든든한 한 끼, 가성비, 최고의 맛, 점심, 저녁",라면/분식 조합,[AI 생성]
상큼 터지는 아침,세븐일레븐,요거트,"그래놀라, 냉동 블루베리","건강, 다이어트, 아침 식사, 상큼, 가벼운 식사, 예뻐지는 맛",간편식사,[AI 생성]
스트레스 박살,CU,닭발,"계란찜, 주먹밥","매운맛, 스트레스 해소, 야식, 술안주, 불닭, 화끈한 맛",술안주/야식,[AI 생성]
달콤한 휴식,공통,마카롱,"아메리카노, 비스킷","오후, 휴식, 커피, 달콤, 디저트, 당 충전, 기분 전환",디저트,[AI 생성]
고독한 미식가,GS25,도시락 (혜자 도시락),"미소된장국, 김","혼밥, 점심, 저녁, 가성비, 든든한 식사, 고독, 맛있는 한 끼",간편식사,[AI 생성]
입 터지는 날,세븐일레븐,피자,"콜라, 갈릭 디핑 소스","야식, 주말, 배달, 맛있는 음식, 행복, 파티, 칼로리 폭탄",간편식사,[AI 생성]
눈 오는 날의 따뜻함,CU,호빵,"따뜻한 우유, 귤","겨울, 눈, 따뜻, 간식, 행복, 추억, 포근함",간식,[AI 생성]
나른한 오후의 유혹,공통,아이스크림,"커피, 과자","나른함, 오후, 시원함, 달콤함, 간식, 졸음 방지, 기분 전환",디저트,[AI 생성]
출근길 든든함,GS25,샌드위치,"두유, 바나나","아침, 출근, 간단함, 든든함, 건강, 시간 절약, 활기찬 하루",간편식사,[AI 생성]
영화관 부럽지 않네,세븐일레븐,팝콘,"콜라, 나쵸","영화, 주말, 집, 간식, 재미, 편안함, 즐거움",간식,[AI 생성]
매콤달콤 환상조합,CU,떡볶이,"튀김, 쿨피스","분식, 매콤, 달콤, 야식, 주말, 맛있는 음식, 행복",라면/분식 조합,[AI 생성]
힐링타임,공통,허브티,"견과류, 말린 과일","휴식, 힐링, 차, 건강, 여유, 평화, 따뜻함",간식,[AI 생성]
장마철 꿀꿀함 날려버려,GS25,부침개,"동동주, 김치","장마, 비, 우울, 파전, 술, 위로, 따뜻함",술안주/야식,[AI 생성]
개강 기념 핵꿀맛,세븐일레븐,불닭볶음면,"참치마요 삼각김밥, 치즈","개강, 스트레스, 매운맛, 핵꿀맛, 중독, 행복, 맛있다",라면/분식 조합,[AI 생성]
기말고사 멘탈 강화,CU,에너지 드링크,"젤리, 초콜릿","기말고사, 밤샘, 졸림, 집중력, 멘탈, 당충전, 버닝",간식,[AI 생성]
크리스마스 홈파티,공통,케이크,"샴페인, 치킨","크리스마스, 파티, 행복, 연말, 축제, 즐거움, 특별함",간편식사,[AI 생성]
송년회 뒷풀이,GS25,라면,"김밥, 맥주","송년회, 뒷풀이, 술, 밤, 아쉬움, 추억, 즐거움",라면/분식 조합,[AI 생성]
새해맞이 행운 가득,세븐일레븐,떡국,"김치, 만두","새해, 행운, 가족, 따뜻함, 희망, 시작, 복",간편식사,[AI 생성]
화이트데이 설렘 폭발,CU,사탕,"초콜릿, 인형","화이트데이, 사랑, 설렘, 선물, 행복, 로맨틱, 두근거림",간식,[AI 생성]
만우절 장난 세트,공통,페이크 푸드,"매운 과자, 신 과자","만우절, 장난, 웃음, 재미, 속임수, 즐거움, 깜짝",간식,[AI 생성]
어린이날 추억 소환,GS25,불량식품,"초콜릿, 사탕","어린이날, 추억, 과거, 행복, 순수, 즐거움, 그리움",간식,[AI 생성]
무더위 탈출,세븐일레븐,팥빙수,"아이스 아메리카노, 수박바","더위, 여름, 시원함, 달콤함, 휴식, 피서, 행복",디저트,[AI 생성]
가을밤 감성 충전,CU,군고구마,"따뜻한 우유, 밤","가을, 밤, 따뜻함, 고소함, 감성, 낭만, 분위기",간식,[AI 생성]
입맛 없을 때,공통,비빔면,"삼겹살, 열무김치","입맛 없음, 여름, 매콤함, 시원함, 잃어버린 입맛, 자극",라면/분식 조합,[AI 생성]
미세먼지 OUT,GS25,생수,"견과류, 배즙","미세먼지, 건강, 청결, 상쾌함, 깨끗함, 맑음",간편식사,[AI 생성]
프로 야근러 세트,CU,컵라면 (큰사발),"핫바, 커피","야근, 밤샘, 피곤, 배고픔, 에너지 충전, 스트레스 해소, 빠른 식사",라면/분식 조합,[AI 생성]
혼자 떠나는 기차여행,GS25,삶은 계란,"사이다, 오징어","기차여행, 혼행, 여유, 풍경 감상, 심심풀이, 추억, 낭만",간식,[AI 생성]
다이어트 결심,세븐일레븐,닭가슴살,"샐러드, 제로 콜라","다이어트, 건강, 운동, 식단 관리, 체중 감량, 예뻐지기, 자기 관리",간편식사,[AI 생성]
뜻밖의 조합,CU,아이스크림 (스크류바),"탄산수, 소주","괴식, 실험 정신, 술, 여름, 더위, 새로운 맛, 의외의 조합",술안주/야식,[AI 생성]
불금 파티,GS25,감자칩,"맥주, 나쵸","불금, 주말, 친구, 파티, 신남, 즐거움, 스트레스 해소",술안주/야식,[AI 생성]
과식 후 죄책감,세븐일레븐,소화제,"매실차, 물","과식, 배부름, 소화 불량, 죄책감, 건강, 편안함, 후회",건강,[AI 생성]
비행기 이륙 전,공통,껌,"물, 멀미약","여행, 비행기, 멀미, 불안함, 설렘, 긴장, 안전",간식,[AI 생성]
꿀잠 예약 세트,CU,따뜻한 우유,"꿀, 바나나","불면증, 잠, 꿀잠, 편안함, 휴식, 따뜻함, 숙면",간편식사,[AI 생성]
기분 전환 뿜뿜,GS25,탄산 음료,"젤리, 아이스크림","우울, 스트레스, 기분 전환, 상쾌함, 달콤함, 즐거움, 행복",디저트,[AI 생성]
늦은 밤 영화 감상,세븐일레븐,팝콘,"콜라, 핫도그","영화, 야식, 혼자, 주말, 즐거움, 편안함, 힐링",간식,[AI 생성]
소주 칵테일,공통,소주,"이프로, 얼음컵","혼술, 술, 칵테일, 간단, 저렴, 꿀맛, 더위",술안주/야식,[AI 생성]
매운맛 마니아,CU,불닭 만두,"쿨피스, 단무지","매운, 만두, 스트레스, 중독, 화끈, 땀, 눈물",라면/분식 조합,[AI 생성]
입 안에서 사르르,GS25,생크림 케이크,"아메리카노, 우유","디저트, 달콤, 부드러움, 행복, 선물, 축하, 기쁨",디저트,[AI 생성]
오늘 하루도 수고했어,세븐일레븐,캔맥주,"쥐포, 견과류","퇴근, 위로, 휴식, 혼술, 편안, 저녁, 힐링",술안주/야식,[AI 생성]
혼술 치즈 폭탄,GS25,육즙가득 숯불구이 닭꼬치,"모짜렐라 치즈, 체다 치즈, 맥주 (500ml)","퇴근 후, 혼술, 치즈 덕후, 스트레스 해소, 맥주 안주, 야식, 영화 감상",술안주/야식,[AI 증강]
매운 크림 파스타,CU,까르보불닭볶음면 (컵),"생크림 (200ml), 스트링 치즈, 후추","주말, 브런치, 매운맛, 느끼함, 혼밥, 크림 파스타, 자취 요리, 퓨전",라면/분식 조합,[AI 증강]
고급진 브런치,세븐일레븐,에그샐러드 샌드위치,"탄산수, 과일 (컵), 견과류","아침, 브런치, 다이어트, 건강, 상쾌, 여유, 카페 분위기, 혼밥",간편식사,[AI 증강]
달콤 살벌한 에너지 충전,공통,핫식스,"초콜릿 (가나), 에너지바, 아메리카노","시험 기간, 야근, 졸릴 때, 집중력 향상, 당 충전, 밤샘, 벼락치기, 피곤",음료/간식,[AI 증강]
비 오는 날의 위로,공통,컵라면 (신라면),"삼각김밥 (참치마요), 김치, 따뜻한 우유","비 오는 날, 우울, 따뜻함, 혼밥, 위로, 감성, 집콕, 편안함",라면/분식 조합,[AI 증강]
월급날의 만찬,GS25,스테이크 도시락,"레드 와인 (미니), 고급 치즈, 샐러드","월급날, 특별한 날, 혼밥, 고급, 행복, 자축, 보상, 풍요",간편식사,[AI 증강]
캠핑 파이어 세트,CU,마시멜로우,"숯불, 일회용 그릴, 소시지, 맥주","캠핑, 밤, 불멍, 친구, 추억, 자연, 바베큐, 낭만",술안주/야식,[AI 증강]
눈 오는 날의 낭만,세븐일레븐,호빵 (단팥),"따뜻한 커피, 귤, 담요","눈 오는 날, 겨울, 따뜻함, 낭만, 혼자, 창밖, 아늑함, 평화",간식,[AI 증강]
숙취 해소 끝판왕,공통,헛개차,"해장 라면 (콩나물), 아이스크림 (스크류바), 이온 음료","숙취, 다음 날, 괴로움, 해장, 시원함, 달콤함, 속 풀이, 후회",음료/라면,[AI 증강]
피크닉 도시락,CU,유부초밥,"미니 샐러드, 과일 주스, 물티슈","소풍, 나들이, 봄, 데이트, 햇살, 상큼, 행복, 설렘",간편식사,[AI 증강]
악마의 유혹,GS25,마라탕면 (컵),"치즈볼, 탄산 음료 (콜라), 아이스크림 (초코)","스트레스, 매운맛, 자극, 중독, 야식, 후회, 쾌감, 고칼로리",라면/분식 조합,[AI 증강]
건강 관리 세트,세븐일레븐,닭가슴살,"샐러드, 아몬드 브리즈, 삶은 계란","다이어트, 건강, 운동, 식단, 자기 관리, 상쾌, 가벼움, 활력",간편식사,[AI 증강]
무더위 탈출,공통,아이스 아메리카노,"수박바, 얼음컵, 물","여름, 더위, 시원함, 청량함, 갈증 해소, 휴식, 에너지 충전, 활기",음료/간식,[AI 증강]
간단 아침 식사,CU,모닝빵,"딸기잼, 크림 치즈, 우유","아침, 간단, 바쁜 날, 든든, 달콤, 여유, 시작, 활기",간편식사,[AI 증강]
영화관 부럽지 않은,GS25,팝콘 (카라멜),"나쵸, 콜라, 핫도그","영화, 주말, 집콕, 즐거움, 간식, 편안함, 기대, 설렘",간식,[AI 증강]
혼자 떠나는 여행,세븐일레븐,김밥,"물, 견과류, 초콜릿","여행, 혼자, 자유, 설렘, 풍경, 여유, 힐링, 추억",간편식사,[AI 증강]
가을밤 독서,공통,밤 맛 우유,"고구마 스틱, 따뜻한 차, 담요","가을, 밤, 독서, 감성, 따뜻함, 여유, 평화, 사색",음료/간식,[AI 증강]
매콤달콤 야식,CU,닭강정 (컵),"쿨피스, 단무지, 김말이","밤, 야식, 스트레스, 매콤, 달콤, 즐거움, 후회, 유혹",술안주/야식,[AI 증강]
불금 파티,GS25,감자튀김,"맥주 (4캔), 핫소스, 치즈 소스","금요일, 파티, 친구, 신남, 즐거움, 자유, 맥주, 에너지",술안주/야식,[AI 증강]
입 터짐 방지,세븐일레븐,곤약 젤리,"견과류, 물, 방울토마토","다이어트, 식단, 관리, 간식, 건강, 가벼움, 만족, 자기 통제",간식,[AI 증강]
눈물 쏙 빼는 매운맛,공통,불닭볶음면 (봉지),"쿨피스, 계란찜, 우유","스트레스, 매운맛, 도전, 눈물, 콧물, 해소, 쾌감, 중독",라면/분식 조합,[AI 증강]
공부하다 지칠 때,CU,비타500,"초콜릿, 견과류, 커피","시험, 공부, 집중, 피곤, 당 충전, 에너지, 밤샘, 활력",음료/간식,[AI 증강]
늦은 밤 영화 감상,GS25,나쵸,"치즈 소스, 맥주, 팝콘","밤, 영화, 혼자, 여유, 즐거움, 편안함, 휴식, 기대",술안주/야식,[AI 증강]
출근길 든든하게,세븐일레븐,삼각김밥,"바나나, 우유, 에너지바","아침, 출근, 바쁨, 든든, 에너지, 활력, 간편, 시작",간편식사,[AI 증강]
장마철 우울 극복,공통,부침개,"막걸리, 김치, 라면","장마, 우울, 집콕, 따뜻, 행복, 위로, 여유, 극복",술안주/야식,[AI 증강]
나만의 작은 사치,CU,수입 맥주 (기네스),"육포, 치즈, 올리브","혼술, 밤, 여유, 사치, 고급, 만족, 행복, 힐링",술안주/야식,[AI 증강]
